incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
iransm_s309,iranstrikemap,https://iranstrikemap.com,2026-03-14,Ahmed Al-Jaber Air Base (housing US military staff),Kuwait,Iran,unknown,,FALSE,28.9347,47.7919,"Ahmed Al-Jaber Air Base (housing US military staff), Ahmed Al-Jaber Air Base, Kuwait","Kuwait Defense Ministry official statement — Col. Saud Al-Atwan (March 14, 2026) | Al Asharq Al-Awsat/AFP (March 14, 2026) | Times of Israel Day 15 liveblog (March 14, 2026)"
iransm_s301,iranstrikemap,https://iranstrikemap.com,2026-03-14,"Designated industrial area in Tabriz — IDF evacuation warning issued, strikes imminent",Iran,Israel,unknown,,FALSE,38.08,46.2985,"Designated industrial area in Tabriz — IDF evacuation warning issued, strikes imminent, Tabriz","IDF official (Hebrew + English channels, March 14, 2026): Israeli military issued evacuation warning for a designated industrial area in Tabriz, in northwestern Iran, saying it would ""conduct operations in this area in the coming hours"". | Guardian Day 15 liveblog (March 14, 2026): ""The Israeli military issued an evacuation warning for a designated industrial area in Tabriz, in northwestern Iran, saying it would conduct operations in this area in the coming hours."""
wiki_20260314_fujairah_248,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-14,Fujairah,United Arab Emirates,Iran,drone,TRUE,TRUE,25.319096,56.375397,"A drone attack on Fujairah's oil terminal caused a fire that forced a partial suspension of operations. A helipad at the US embassy in Iraq in Baghdad was struck by an aerial attack. A drone attack on the Ahmad al-Jaber Air Base lightly injured three Kuwaiti soldiers. Another attack on the Kuwait International Airport damaged a radar system. Iranian missile fragments hit Eilat, seriously injuring a child and lightly injuring another man.",https://www.jpost.com/middle-east/iran-news/article-889907 | https://www.reuters.com/world/middle-east/fire-occurred-uaes-fujairah-after-debris-fell-during-interception-drone-no-2026-03-14/ | https://www.politico.eu/article/us-embassy-baghdad-hit-missile-drone-iran-war-defense/ | https://www.wsj.com/livecoverage/us-israel-iran-war-news-2026/card/kuwait-says-drone-strike-near-air-base-injures-3-in-armed-forces-qnrx0z4egLsLfCnWMRLk | https://www.arabtimesonline.com/news/drones-target-kuwait-international-airport-radar-system-damaged/ | https://www.ynetnews.com/article/sjej00tf9be
iransm_s307,iranstrikemap,https://iranstrikemap.com,2026-03-14,Fujairah Oil Terminal — drone strike on key oil hub outside Strait of Hormuz,United Arab Emirates,Iran,drone,,TRUE,25.12,56.34,"A drone attack struck the Port of Fujairah, UAE — a key Middle East oil trading hub located just outside the Strait of Hormuz. The attack caused a fire and the suspension of some oil loading operations. Bloomberg: 'A key Middle East trading hub in the United Arab Emirates suspended all oil loading after a drone attack and fire on Saturday morning.' UAE authorities cited debris falling from interceptions. Fujairah is Iran's alternative route for tankers circumventing the Hormuz blockade — targeting it extends Iran's energy disruption strategy beyond the strait.","Bloomberg (March 14, 2026): 'Some oil loading operations in the port of Fujairah, just outside the Strait of Hormuz, have been suspended after a drone attack and fire on Saturday morning.' | Reuters (March 14, 2026): fire occurred at UAE's Fujairah after debris fell during interception of drone. | Times of India (March 14, 2026): 'Iran strike on UAE's Fujairah port oil terminal triggers huge fire.' | The Week (March 14, 2026): 'fire erupted at the UAE's Fujairah port following a drone attack and debris from an interception. Some of the port's oil loading operations are suspended.'"
wiki_20260314_isfahan_247,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-14,Isfahan,Iran,Iran,unknown,TRUE,TRUE,32.65,51.68,"HRANA recorded 285 attacks in 18 provinces, with the largest number of attacks in Isfahan. At least 24 civilians, including one child, were killed and 4 were injured. Targets included naval facilities in Bandar Abbas, Shiraz International Airport and an electronics factory in Shiraz, an aerospace research center in Tehran, as well as residential units in the Javadieh neighborhood and the dormitory of the Shooting Sports Federation. An aircraft manufacturing company in Shahin Shahr was hit, as was the Jamkaran Grand Mosque in Qom, a food processing factory in Sirjan and a residential house in Yazd. The IDF announced that it killed two senior members of the Khatam-al Anbiya Central Headquarters intelligence unit who were appointed as its acting chiefs after the killing of Saleh Asadi.",https://www.latimes.com/politics/story/2026-03-13/6-u-s-airmen-die-in-crash-hegseth-says-irans-leader-is-likely-disfigured | https://www.en-hrana.org/day-15-of-the-u-s-israeli-war-on-iran-attacks-on-isfahan/ | https://www.jpost.com/middle-east/iran-news/article-889907 | https://www.reuters.com/world/middle-east/fire-occurred-uaes-fujairah-after-debris-fell-during-interception-drone-no-2026-03-14/
iransm_s298,iranstrikemap,https://iranstrikemap.com,2026-03-14,"Kataeb Hezbollah house/base — Baghdad, Iraq (2 strikes)",Iraq,US,unknown,,FALSE,33.3152,44.3661,"Kataeb Hezbollah house/base — Baghdad, Iraq (2 strikes), Baghdad","AFP (via Livemint, March 14, 2026): Explosions rocked Iraq capital Baghdad on Saturday after two strikes targeted the powerful Iran-backed group Kataeb Hezbollah, killing two members including a key figure, wounding two others — security sources told AFP. | Indian Express (March 14, 2026): A missile struck a house used by the Iran-backed Kataeb Hezbollah group, killing a key figure and wounding two others, shaking houses in Baghdad. | Arab News / ArabNews.jp (March 14, 2026): Iraqs Kataeb Hezbollah says commander killed in strike — one source described the attack as a Zionist-US strike."
wiki_20260314_kharg_244,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-14,Kharg,Iran,Iran,airstrike,TRUE,TRUE,29.23,50.32,"The US bombed Kharg Island, a major Iranian oil export hub, with Trump stating that every military site was destroyed on the island. Explosions were reported in Tehran during rallies for Quds Day. One person was killed by shrapnel.",https://www.nbcnews.com/world/iran/iran-threatens-strike-oil-facilities-us-hits-military-targets-kharg-is-rcna263453 | https://aje.news/mubl88?update=4395250 | https://aje.news/mubl88?update=4395338 | https://aje.news/mubl88?update=4395411 | https://www.ynetnews.com/article/skzjchw5zx
iransm_s302,iranstrikemap,https://iranstrikemap.com,2026-03-14,"Msheireb district, Doha — 2 Iranian missiles intercepted; Qatari authorities evacuate area",Qatar,Iran,unknown,,FALSE,25.2854,51.531,"Msheireb district, Doha — 2 Iranian missiles intercepted; Qatari authorities evacuate area, Doha","Qatar Ministry of Defence (official, March 14, 2026): Qatar MoD confirmed it intercepted two missiles targeting the Msheireb district of Doha. | Guardian Day 15 liveblog (March 14, 2026): ""Qatari authorities evacuated parts of Doha's Msheireb district, which includes government offices and a Google office, early on Saturday. Its ministry of defence later said it had intercepted two missiles."""
iransm_s299,iranstrikemap,https://iranstrikemap.com,2026-03-14,"US Embassy compound helipad — Baghdad, Iraq (Green Zone)",Iraq,Iran,unknown,,FALSE,33.3195,44.4009,"US Embassy compound helipad — Baghdad, Iraq (Green Zone), Baghdad","AP (two Iraqi security officials, March 14, 2026): ""A missile struck a helipad inside the U.S. Embassy compound in Baghdad, two Iraqi security officials said."" | Reuters (March 14, 2026): ""The U.S. Embassy in the Iraqi capital Baghdad was hit in a missiles attack, Iraqi security sources told Reuters on Saturday."" | The Hindu (AFP, March 14, 2026): confirmed missile strike on US Embassy helipad, Baghdad. ""Smoke rises following a drone attack on the US embassy in Baghdad on March 14, 2026."" | New York Post (March 14, 2026): ""US Embassy in Baghdad hit in missile attack"" — confirmed."
wiki_20260314_drone_strike_impacted_the_port_40,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-14,drone strike impacted the Port,United Arab Emirates,US,drone,TRUE,TRUE,19.55591,37.23416,"A drone strike impacted the Port of Fujairah, triggering fires and the suspension of some oil-loading operations. Debris fall was also recorded, although no casualties were reported.",https://www.constructionweekonline.com/news/no-injuries-after-debris-falls-dubai | https://www.reuters.com/world/middle-east/fire-occurred-uaes-fujairah-after-debris-fell-during-interception-drone-no-2026-03-14/ | https://www.reuters.com/business/energy/why-does-port-fujairah-matter-oil-market-2026-03-14/ | https://www.iranintl.com/en/202603152851
wiki_20260314_on_prince_sultan_air_base_246,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-14,on Prince Sultan Air Base,,Iran,unknown,TRUE,TRUE,31.063790999896085,27.54924899984644,The Wall Street Journal reported that a strike on Prince Sultan Air Base earlier in the week damaged five US refueling tankers.,https://www.iranintl.com/en/202603132741 | https://www.wsj.com/livecoverage/us-israel-iran-war-news-2026/card/five-air-force-refueling-planes-hit-in-iranian-strike-on-saudi-arabia-wHYFMW2YG3p0rwH3HaGU | https://www.latimes.com/politics/story/2026-03-13/6-u-s-airmen-die-in-crash-hegseth-says-irans-leader-is-likely-disfigured
iransm_s318,iranstrikemap,https://iranstrikemap.com,2026-03-15,Hezbollah sites in Beirut — IDF fresh wave airstrikes (Day 16 night),,Israel,airstrike,TRUE,FALSE,33.8636,35.4942,"IDF launched a fresh wave of airstrikes targeting Hezbollah sites in Beirut on the evening of Day 16 (March 15, 2026). Part of Israel continuing campaign against Hezbollah command and logistics infrastructure in the southern suburbs (Dahiyeh). Follows previous major Beirut waves on March 2, 5, 6, 8, 9, 11, 12.","Times of Israel Day 16 liveblog (March 15, 2026 22:25): ""IDF launches fresh wave of airstrikes targeting Hezbollah sites in Beirut"" | Al Jazeera Day 16 (March 15, 2026): Israel expands strikes, ongoing Beirut/Lebanon operations"
iransm_s313,iranstrikemap,https://iranstrikemap.com,2026-03-15,Iranian regime infrastructure sites — western Iran,Iran,Israel,airstrike,TRUE,FALSE,34.3,47.07,"Israeli Air Force launched a new wave of ""extensive"" airstrikes in western Iran on Day 16 (Sunday, March 15, 2026). IDF: ""The Israeli Air Force launched a new wave of extensive airstrikes in western Iran. The military says the strikes are targeting Iranian regime infrastructure sites."" This follows the prior-night CENTCOM large-scale strike on Kharg Island (s310, 90+ targets). Western Iran operations indicate continued pressure on IRGC ground forces, logistics, and regime command infrastructure in Kermanshah and surrounding provinces. No casualty figures immediately available. Sources: IDF official announcement + Times of Israel Day 16 liveblog (March 15, 2026). 2 sources.","IDF official announcement (Times of Israel Day 16 liveblog, March 15, 2026) | Times of Israel Day 16 liveblog (March 15, 2026)"
wiki_20260315_isfahan_249,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-15,Isfahan,Iran,Iran,airstrike,TRUE,TRUE,32.65,51.68,"HRANA recorded 494 attacks in 16 provinces and a total of at least 49 casualties, including 11 civilians killed and 22 injured. Early on 15March, heavy airstrikes were reported in the Isfahan area, along with 20explosions heard near Shiraz, heavy explosions in southern Tehran, Residents throughout the country have reported increased deployment of security forces. A joint US-Israel attack on Isfahan killed 15 people. Targets of the day's strikes included airbases in Isfahan, Dezful and Bandar Abbas, the Kobraei missile base, the Al-Hadid Garrison in Ahvaz, a courthouse in Hamadan, two schools in Joulan, a sports hall in Arak, a municipal warehouse in Nobriz, and a medical center in the suburbs of Tehran.",https://www.reuters.com/world/asia-pacific/trump-says-many-countries-will-send-warships-keep-strait-hormuz-open-2026-03-14/ | https://www.en-hrana.org/day-16-of-the-u-s-israeli-war-on-iran-over-450-attacks-recorded/ | https://www.iranintl.com/en/202603159508 | https://www.iranintl.com/en/202603158996 | https://www.iranintl.com/en/202603152097 | https://www.iranintl.com/en/202603158403 | https://www.iranintl.com/en/202603150042 | https://www.iranintl.com/en/202603159291 | https://www.iranintl.com/en/202603152170 | https://www.aljazeera.com/news/2026/3/15/iran-war-what-is-happening-on-day-16-of-us-israel-attacks
iransm_s312,iranstrikemap,https://iranstrikemap.com,2026-03-15,Israel — 7 Iranian ballistic missile salvos (Day 16); cluster bomb warheads hit central Israel; 8 people injured,Israel,Iran,ballistic_missile,TRUE,FALSE,31.95,34.8,"Iran fired seven ballistic missile salvos at Israel throughout Day 16 (overnight and into Sunday), wounding at least 8 people with cluster bomb munitions. In Bnei Brak, a man in his 60s was moderately hurt after a cluster bomb struck an apartment building. In Ramat Gan, a man in his 70s was lightly hurt. In Petah Tikvah, two women (aged 46 and 18) were lightly injured. Two men in their 50s were hurt in central Israel from a cluster bomb warhead spreading submunitions. In Holon, a man in his 80s (glass shards) and a woman in her 80s (smoke inhalation) were lightly injured. Damage and fires caused at multiple central Israel sites. Hezbollah also fired rockets from Lebanon. Iran also claimed to have targeted Israeli Police special unit Lahav 433 and Gilat Defense satellite communications center with drones; no confirmed impacts.","Times of Israel Day 16 liveblog (March 15, 2026): ""Iran fired seven missile salvos at Israel overnight Saturday and into Sunday wounding at least eight people"" — MDA emergency services confirmed individual casualty locations (Bnei Brak, Ramat Gan, Petah Tikvah, Holon, central Israel) | Al Jazeera live updates March 15, 2026 — Day 16 headline coverage of 7 Iranian missile salvos; IRNA reports Iran army targeted Lahav 433 + Gilat Defense satellite center with drones"
iransm_s316,iranstrikemap,https://iranstrikemap.com,2026-03-15,Kuwait International Airport — radar system damaged by Iranian drones,Kuwait,Iran,drone,TRUE,TRUE,29.2267,47.9689,"Iranian drones struck facilities at Kuwait International Airport on Day 16, damaging part of the airport radar system. Kuwaiti authorities confirmed the attack. This is part of the IRGC 50th wave of operations claimed against US bases in the region (UAE, Bahrain, Kuwait). Kuwait International Airport is adjacent to US military logistics infrastructure. No casualties reported.","Al Jazeera Day 16 explainer (March 15, 2026) citing Kuwaiti authorities: ""Drones struck facilities at Kuwait's international airport, damaging part of its radar system"" | Kuwait authorities (official, via Al Jazeera Day 16 March 15, 2026) — confirmed radar system damage at airport"
iransm_s315,iranstrikemap,https://iranstrikemap.com,2026-03-15,Residential area in Shiraz — deprived area targeted,Iran,Israel,airstrike,TRUE,TRUE,29.5918,52.5837,"US-Israeli airstrikes targeted residential areas in Shiraz, capital of Fars Province in southern Iran, on Day 16 (March 15, 2026). Tasnim news agency (Iranian semi-official) reported: ""The Zionist-American criminal regime attacked a residential and deprived area in the city of Shiraz in a terrorist and anti-human act."" No casualty figures were immediately available from this strike. Shiraz is a major Iranian city housing IRGC infrastructure and is the capital of Fars Province, which hosts major missile production and aerospace facilities.","Al Jazeera Day 16 explainer (March 15, 2026): ""Residential areas in Shiraz, the capital of Fars province, were attacked"" — quoting Tasnim news agency report | Tasnim news agency (Iranian semi-official, March 15, 2026): ""The Zionist-American criminal regime attacked a residential and deprived area in the city of Shiraz in a terrorist and anti-human act"""
wiki_20260315_sultan_al_jaber_chief_executiv_54,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-15,"Sultan Al Jaber, Chief Executive of ADNOC said that energy infrastructure has be",United Arab Emirates,Iran,unknown,FALSE,TRUE,24.45,54.65,"Sultan Al Jaber, Chief Executive of ADNOC said that energy infrastructure has been targeted throughout the region, saying that it constitutes ""global economic warfare."" On 19 March the UAE Ministry of Foreign Affairs called the Iranian attacks as ""Terrorist Attacks"".",https://www.iranintl.com/en/202603157352 | https://www.iranintl.com/en/202603195450 | https://www.mofa.gov.ae/en/MediaHub/News/2026/3/19/UAE-QATAR | https://www.iranintl.com/en/202603064452
iransm_s314,iranstrikemap,https://iranstrikemap.com,2026-03-15,Tel Aviv — Day 16 daytime Iranian missile strikes; multiple missiles evaded Iron Dome/Arrow interceptions,Israel,Iran,ballistic_missile,TRUE,TRUE,32.0853,34.7818,"Iran launched a new wave of daytime missile strikes targeting Tel Aviv on Day 16 (March 15, 2026). Multiple sources confirm Iranian ballistic missiles struck the Tel Aviv metropolitan area, with some missiles evading Israeli air defense systems. The Jerusalem Post separately reported sirens sounding across central Israel with shrapnel hits confirmed. This follows five overnight ballistic missile salvos (all intercepted) captured in s312. The daytime salvo represents continued Iranian missile pressure despite CENTCOM claiming 90% missile degradation from Day 1.","Pakistan Today (March 15, 2026 10:38 UTC): Iran launches new missile strikes on Tel Aviv | Moneycontrol.com (March 15, 2026 10:18 UTC): Iranian missiles strike Tel Aviv as some evade Israel air defences | Jerusalem Post (March 14, 2026 23:37 UTC): Sirens sound across central Israel, shrapnel hits confirmed"
wiki_20260315_the_uae_interior_ministry_warn_41,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-15,The UAE Interior Ministry warned of a missile threat and advised residents to st,United Arab Emirates,unknown,ballistic_missile,TRUE,FALSE,,,"The UAE Interior Ministry warned of a missile threat and advised residents to stay safe. According to the defense minister, the UAE destroyed four ballistic missiles and six drones.",https://www.reuters.com/business/energy/why-does-port-fujairah-matter-oil-market-2026-03-14/ | https://www.iranintl.com/en/202603152851 | https://gulfnews.com/uae/government/uae-air-defences-intercept-4-iranian-ballistic-missiles-and-6-drones-today-1.500475234 | https://aje.news/s2q1rc?update=4403034
wiki_20260315_uae_president_mohamed_bin_zaye_53,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-15,"UAE President Mohamed bin Zayed Al Nahyan, together with Saudi Crown Prince Moha",United Arab Emirates,Iran,unknown,FALSE,FALSE,31.063790999896085,27.54924899984644,"UAE President Mohamed bin Zayed Al Nahyan, together with Saudi Crown Prince Mohammed bin Salman, warned that continued Iranian attacks on other Gulf states may lead to a regional escalation.",https://www.iranintl.com/en/202603154100 | https://www.iranintl.com/en/202603157352 | https://www.iranintl.com/en/202603195450
iransm_s319,iranstrikemap,https://iranstrikemap.com,2026-03-15,US-Kuwaiti air base,Kuwait,Iran,drone,,TRUE,29.3419,47.7169,"Iranian drones struck Ali al Salem Airbase in Kuwait on Day 16 (March 15, 2026), destroying an Italian Air Force MQ-9A Predator drone (valued at ~$35M USD) inside a hardened aircraft shelter. Kuwait Army reported detecting 14 Iranian drones, intercepting 8, with 3 impacting infrastructure. The Italian MQ-9A belonged to Operation Prima Parthica (Italian Air Force Task Force Air Kuwait), used for ISR against ISIS remnants. Italian Chief of Defence General Portolano confirmed the loss. No Italian or US personnel were injured — troops were in hardened shelters. Italian FM Tajani: overseas deployments will continue despite the attack. Sources: ISW Evening Special Report (March 15, 2026); Kuwait Army official statement; Defence Security Asia (March 16, 2026). 3 sources.","ISW Evening Special Report, March 15, 2026 | Kuwait Army official statement, March 15, 2026 | Defence Security Asia (defencesecurityasia.com, March 16, 2026): 'Iran Drone Strike Destroys $35M MQ-9 Predator in Kuwait' — confirmed Italian Air Force MQ-9A destroyed, General Portolano statement"
iransm_s317,iranstrikemap,https://iranstrikemap.com,2026-03-15,Victory military base at Baghdad Airport complex (houses US diplomatic facility),Iraq,Iran,drone,TRUE,TRUE,33.2595,44.2336,Nine separate attacks with drones and rockets targeted the Victory military base at the Baghdad International Airport complex on Day 16. The complex also houses a US diplomatic facility. Three security sources confirmed the attacks to AFP. At least 3 drones were downed. It remains unclear if the military base was directly hit. Another security source said at least three drones were intercepted. This follows the second attack on the US Embassy Baghdad on Day 15 (s311) and the ongoing IRGC proxy militia campaign against US facilities in Iraq.,"Times of Israel Day 16 liveblog (March 15, 2026) citing AFP and three security sources: ""Nine attacks with drones and rockets targeted the Victory military base in the airport"" | AFP security sources (March 15, 2026): confirmed 9 drone/rocket attacks on Victory military base at Baghdad airport; at least 3 drones downed"
wiki_20260315_against_american_base_250,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-15,against American base,United Arab Emirates,Iran,unknown,FALSE,FALSE,,,"The IRGC said it had launched its ""50th wave of operations"" against American bases (in UAE, Bahrain and Kuwait). Iran's military vowed to ""pursue and kill"" Israeli prime minister Benjamin Netanyahu.",https://www.aljazeera.com/news/2026/3/15/iran-war-what-is-happening-on-day-16-of-us-israel-attacks | https://www.aljazeera.com/ | https://www.bbc.com/news/live/ckg1w1jp8kjt?post=asset%3A99e61a85-96f2-483e-9385-30d07e514add#post
iransm_s321,iranstrikemap,https://iranstrikemap.com,2026-03-16,"Abu Dhabi — Iranian missile strikes car, killing Palestinian resident; first confirmed death in UAE capital",United Arab Emirates,Iran,unknown,,FALSE,24.4539,54.3773,"Abu Dhabi — Iranian missile strikes car, killing Palestinian resident; first confirmed death in UAE capital, Abu Dhabi","The National (thenationalnews.com, March 16, 2026): 'One person killed following Iranian missile attack on Abu Dhabi' — Palestinian resident killed when missile hit car in Abu Dhabi | Al Jazeera Day 17 explainer (March 16, 2026): 'in Abu Dhabi, the capital of the UAE, a missile hit a car, killing a Palestinian resident'"
wiki_20260316_fujairah_43,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-16,Fujairah,United Arab Emirates,US,drone,TRUE,TRUE,25.319096,56.375397,"In Al Bahyan, Abu Dhabi, a missile hit a civilian car; a Palestinian national was killed. The Fujairah Oil Industry Zone was hit by a drone, causing a fire. A drone attack on a building in Umm Al Quwain caused a fire. A drone strike to Abu Dhabi's Shah oil field caused a fire.",https://www.reuters.com/world/middle-east/emirates-airline-run-limited-dubai-flights-2026-03-16/ | https://aje.news/s2q1rc?update=4403970 | https://www.khaleejtimes.com/world/mena/day-17-israel-us-iran-war-live-updates#blogCarda1c4b019-5dbf-4343-9762-354faa40466c | https://gulfnews.com/uae/usisrael-war-with-iran-day-17-trump-urges-allies-to-secure-strait-of-hormuz-dubai-flights-suspended-1.500475750#uae/usisrael-war-with-iran-day-17-trump-urges-allies-to-secure-strait-of-hormuz-dubai-flights-suspended-1.500475750-b3d4bce3-13a5-4b67-a2af-09fd89aa522e | https://www.reuters.com/world/middle-east/fire-abu-dhabi-shah-oil-field-caused-by-drone-attack-abu-dhabi-media-office-says-2026-03-16/
iransm_s322,iranstrikemap,https://iranstrikemap.com,2026-03-16,Fujairah industrial zone — Iranian drone strike causes large fire in industrial area,United Arab Emirates,Iran,unknown,,FALSE,25.1288,56.3265,"Fujairah industrial zone — Iranian drone strike causes large fire in industrial area, Fujairah","Fujairah media office (official statement, March 16, 2026): fire broke out at industrial zone in Fujairah after a drone strike | Al Jazeera Day 17 explainer (March 16, 2026): 'A fire broke out at an industrial zone in the UAE's Fujairah after a drone strike, the emirate's media office said' | CNBC (March 16, 2026): 'UAE's Fujairah oil trading hub targeted by a drone attack, causing large fire'"
iransm_s323,iranstrikemap,https://iranstrikemap.com,2026-03-16,"Hamadan, Iran — US-Israeli airstrike on city and military infrastructure",Iran,unknown,airstrike,,FALSE,34.7993,48.5145,"US-Israeli airstrikes pounded the city of Hamadan in western Iran during Day 17 (overnight March 15-16, 2026). Hamadan, a major city in western Iran with significant IRGC and military infrastructure, was struck in a new wave of attacks. The strikes represent the westernmost confirmed targeting deep in Iranian territory, approximately 340 km southwest of Tehran. Hamadan hosts Shahrokhi Air Base (an IRGC air base) and key military logistics infrastructure. Sources: Al Jazeera (March 16, 2026, 01:43 UTC): 'US-Israeli strike pounds city of Hamadan, Iran'; JNS.org (March 16, 2026, 08:15 UTC): 'Roaring Lion: Israel hit 200 Iranian targets on Sunday' — western Iran included. 2 sources.","Al Jazeera (March 16, 2026, 01:43 UTC): 'US-Israeli strike pounds city of Hamadan, Iran' | JNS.org (March 16, 2026): 'Roaring Lion: Israel hit 200 Iranian targets on Sunday' — western Iran targeted"
iransm_s329,iranstrikemap,https://iranstrikemap.com,2026-03-16,"Majnoon oilfield, Basra province — drone attack on major Iraqi oil field",Iraq,Iran,unknown,TRUE,TRUE,30.5085,47.7804,"Majnoon oilfield, Basra province — drone attack on major Iraqi oil field, Basra","Al Jazeera (March 16, 2026): ""Two Iraqi security officials told AP that the Majnoon oilfield in Iraq's southern Basra province was targeted by two drones. No casualties were reported."" | Associated Press (March 16, 2026, via Al Jazeera): two Iraqi security officials confirmed Majnoon oilfield drone attack, no casualties."
iransm_s328,iranstrikemap,https://iranstrikemap.com,2026-03-16,PMF brigade headquarters in Anbar province — 2 fighters killed,Iraq,unknown,unknown,TRUE,FALSE,33.4,42,"PMF brigade headquarters in Anbar province — 2 fighters killed, Anbar Province","Al Jazeera (March 16, 2026): ""two others were killed in a separate strike on the headquarters of a PMF brigade in the same area [Anbar province]"" | Associated Press (March 16, 2026, via Al Jazeera): PMF brigade HQ strike, 2 killed, Anbar province, Day 17."
iransm_s327,iranstrikemap,https://iranstrikemap.com,2026-03-16,PMF checkpoint in western Iraq's Anbar province — 6 fighters killed,Iraq,unknown,unknown,TRUE,FALSE,33.3605,41.915,"PMF checkpoint in western Iraq's Anbar province — 6 fighters killed, Anbar Province","Al Jazeera (March 16, 2026): ""AP reported that six PMF fighters were killed in a strike on a checkpoint in western Iraq's Anbar province"" | Associated Press (March 16, 2026, via Al Jazeera): six PMF fighters killed in Anbar checkpoint strike, Day 17."
iransm_s324,iranstrikemap,https://iranstrikemap.com,2026-03-16,"Residential areas, central Israel — multiple Iranian missile salvos causing injuries and heavy home damage",Israel,Iran,drone,,TRUE,32.0853,34.7818,"Iran fired multiple missile salvos at Israel on Day 17 (March 16, 2026), causing injuries and heavy damage to homes. Times of Israel reported 'injuries and heavy damage to homes as Iran fires multiple missile salvos at Israel.' The attacks targeted central Israeli population centers. Iran continued its missile campaign despite US-Israeli claims of having degraded 90%+ of Iranian missile capacity. Experts: Iran has enough residual missiles to fire strategically and keep the region on edge despite degraded launch capability (Al Jazeera explainer, March 16). Sources: Times of Israel (March 16, 2026, 15:38 UTC): 'Injuries and heavy damage to homes as Iran fires multiple missile salvos at Israel'; Euronews (March 16, 2026): 'Iran escalates Gulf drone and missile attacks to all-out economic war.' 2 sources.","Times of Israel (March 16, 2026, 15:38 UTC): 'Injuries and heavy damage to homes as Iran fires multiple missile salvos at Israel' | Euronews (March 16, 2026, 14:04 UTC): 'Iran escalates Gulf drone and missile attacks to all-out economic war'"
wiki_20260316_tehran_251,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-16,Tehran,Iran,Iran,drone,TRUE,TRUE,35.69,51.39,"65% of the day's attacks hit Tehran, with the remainder in a geographically dispersed pattern. HRANA recorded 243 attacks and at least 66 casualties, including 21 civilians killed and 31 injured. Targets included the District 13 Air Force Base in Tehran, the Peykanshahr Basij Base, and Mehrabad International Airport, where the IDF said that it destroyed an aircraft used by senior Iranian officials, including former supreme leader Ali Khamenei. An electricity department building and eleven residential buildings in Tehran, including an eight-story building on Zarafshan Street, were destroyed in the strikes. Military targets in Chabahar and Shiraz, as well as the Shahed Imam Reza School in Khomein and a desalination plant in Nikshahr. Kata'ib Hezbollah announced the death of Abu Ali al-Askari, a senior commander who was reportedly killed in Baghdad.",https://www.bbc.com/news/live/ckg1w1jp8kjt?post=asset%3A99e61a85-96f2-483e-9385-30d07e514add#post | https://www.en-hrana.org/day-17-of-the-u-s-israeli-war-on-iran-increase-in-civilian-casualties/ | https://www.jpost.com/middle-east/iran-news/article-890088 | https://www.timesofisrael.com/liveblog_entry/idf-says-it-destroyed-iranian-space-facility-that-worked-on-attacking-satellites/ | https://www.kurdistan24.net/en/story/901100/slug | https://www.ndtv.com/world-news/iran-war-massive-fire-near-dubai-international-airport-as-iranian-drones-strike-11220351
wiki_20260316_the_first_two_floors_of_the_ro_253,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-16,The first two floors of the Royal Tulip Al-Rasheed Hotel in Baghdad's Green Zone,Iraq,Iran,drone,TRUE,FALSE,31.097064499995728,32.01311746950245,"The first two floors of the Royal Tulip Al-Rasheed Hotel in Baghdad's Green Zone were hit by a drone whilst hosting a European Union and Saudi Arabian delegation. The attack was not claimed by anyone, however, due to the proximity of a similar attack that had happened 48 hours earlier against the US embassy in Baghdad, it is suspected to have been an Iranian attack.",https://www.bbc.com/news/articles/crl4gxgkkylo | https://aje.news/s2q1rc?update=4405951
